,uid,iid,score,review
1812,585,8,5.0,had buy 1 get 1 - wine / beer free food amazingly great another coke machine i make ado the prime rib world would def come back 
1813,788,68,4.0,very cozy restaurant outside seat on weekend night ton energy awesome food pizza thin generous quality top price bad pizza size taste get 
1815,823,69,3.0,we want love place guy ' the service need lot work ... slow attentive my french toast ordinary i expect get wow the chili chilaquiles tasty could use spice presentation nice dish been do 
1816,651,56,3.0,really like food ... policy put people hold extremely bad customer service happened ... 6 min hold ... get place bother answer phone asked get vacant look whole point call dont wait trying mexican place value customer service 
1817,893,351,5.0,awesome place change oil .. drive thru change oil .. fas service .. awesome owner great staff !! hey guy donot forget check group on discount !! i back soon !! 
1819,441,248,5.0,the waffle delicious service excellent servers pleasant i love option turkey bacon / turkey sausage the caramel butter add enough sweetness pancake waffle clean environment great spot simple din breakfast without long wait 
1822,1409,24,5.0,i ' bellagio buffet couple time it favorite ... wynn buffet open there sooooooooo much food good i love buffet i eat ton food whatever i want i plan return bellagio buffet someday i ' update review afterward ( overall grade : a ) best buffet : ( 1 ) wynn ( 2 ) bellagio 
1823,484,267,5.0,went boyfriend anniversary awesome our waiter joe honest i ask favorite cocktail favorite entree he recommend pineapple mojito delicious shepherd pie probably one best meal i ' eat ever awesome service food :) 
1828,1203,59,5.0,this place incredible some best food i ' strip vegas great food great drink great service highly recommend give try 
1830,1413,164,5.0,did ever close eye see thing use listen beatles cirque du soleil take close - eye visualization put stage 
1831,1005,88,4.0,"when vegas thing say thing friend shall repeat so let say convention drink one guy tell cabana reserve nightclub call surrender you look around notice 10 guy shrug shoulder hop limo encore hotel you get find bobby you tell bobby reserve cabana give credit card get id prove twice age limit mean twice fun the guy look think funny but whiz past club hopeful take note everyone harsh light ' want regret thing later as enter club brand 40 stamp walk past inside club dark shallow pool area dream i litter young siren short dress lily pad like table it stadium - like atmosphere table lounger around pool 2 floor cabana along rim for money happy outside big money player hop get play play fortunately dream ' happen real life you get escort cabana exotic cabana beauty name shelley make seem like 10 different ethnic background squeeze size zero dress 5 inch heel start pour drink remember 10 guy testosterone level rag fortunately shelley scantily clothe woman lounge around cabana wait invite drink booze you watch friend somehow convince enter den wolf look foolish remember take mental photo outside suddenly like movie everything turn slo - mo cool people enter cabana next door start display cool dance move accident damage knee try ascend everest 100th time the woman look amaze one guy invite introduce he know baller shell dough attract cabana babe he look 10 homies ask girl you lie tell celebrate ethan ' freedom divorce "". you find new friend another club girl vip host host and female come introduce tell ' like see club they take selfies see buddy gaze the myth begin vegas god future story lol the rest night blur you wake morning alone chicken tiger room full set teeth you stamp hand mouth full cotton ball though yep ' happen like those picture phone fake it never happen nobody ever know "
1833,912,301,5.0,"i ' describe good place you really try they know make beer kind interest option !!!( if anyone charge read could make granny gear pilsner widely available ??? ' better jack straw turntable pils ) food is insane my go - order fry shrooms smokehouse wing ( beasty bbq ), cuyahoga burger bay pig get side killer ranch everything this restaurant i frequent i ' never disappoint "
1835,239,171,1.0,we love food grow weary inability get take order right they like 1 6 last 6 order sure deal obvious store need new manager 
1837,1433,287,5.0,i ' want try place awhile notice every time i drive i finally work nerve today i ask why did i wait so long ?! holy amazing !! i ' go inside i pick - order someone else pick i get yellow curry lunch special bang buck it come white rice obviously curry chicken spring roll i ' even like spring roll decide give one chance delicious !!! 
1838,1083,227,5.0,the food amaze staff nice i love go i know i ' take care i love fish taco white rice black bean its delicious i would recommend friend family i ' feel like expensive especially much food get 
1839,1095,249,3.0,so love food its best thai restaurant i ' ever ... butttttt recently service poor past couple month last two time i ' order take - order completely wrong i ' read back well make sure page apparently need take entire meal shop make sure i ' get i want correctly .... 
1842,1118,172,3.0,came know expect i ' drink abundance alcohol ( mostly tequila ) something entice establishment customers drink would probably enjoy pretty cool design inside though the taco pretty good rice ' great black bean delicious 
1844,1280,306,5.0,affordable the worker take time make sure satisfy work genuine clean environment :) 
